t,plant,axis,phytomer,organ,element,PAR
10,1,MS,1,Internode,enclosed,2
10,1,MS,1,Internode,exposed,22
10,1,MS,1,Lamina,exposed,270
10,1,MS,1,Sheath,exposed,68
10,1,MS,2,Internode,enclosed,5
10,1,MS,2,Lamina,exposed,65
10,1,MS,2,Sheath,exposed,12
10,1,MS,3,Internode,enclosed,1
10,1,MS,3,Lamina,exposed,20
10,1,MS,3,Sheath,exposed,4
10,1,MS,4,Peduncle,enclosed,13
10,1,MS,4,Peduncle,exposed,138
10,1,MS,5,Chaff,exposed,314
11,1,MS,1,Internode,enclosed,0
11,1,MS,1,Internode,exposed,7
11,1,MS,1,Lamina,exposed,91
11,1,MS,1,Sheath,exposed,23
11,1,MS,2,Internode,enclosed,1
11,1,MS,2,Lamina,exposed,22
11,1,MS,2,Sheath,exposed,4
11,1,MS,3,Internode,enclosed,0
11,1,MS,3,Lamina,exposed,6
11,1,MS,3,Sheath,exposed,1
11,1,MS,4,Peduncle,enclosed,4
11,1,MS,4,Peduncle,exposed,46
11,1,MS,5,Chaff,exposed,106
12,1,MS,1,Internode,enclosed,1
12,1,MS,1,Internode,exposed,12
12,1,MS,1,Lamina,exposed,149
12,1,MS,1,Sheath,exposed,38
12,1,MS,2,Internode,enclosed,3
12,1,MS,2,Lamina,exposed,36
12,1,MS,2,Sheath,exposed,7
12,1,MS,3,Internode,enclosed,1
12,1,MS,3,Lamina,exposed,11
12,1,MS,3,Sheath,exposed,2
12,1,MS,4,Peduncle,enclosed,7
12,1,MS,4,Peduncle,exposed,76
12,1,MS,5,Chaff,exposed,173
13,1,MS,1,Internode,enclosed,1
13,1,MS,1,Internode,exposed,15
13,1,MS,1,Lamina,exposed,188
13,1,MS,1,Sheath,exposed,47
13,1,MS,2,Internode,enclosed,3
13,1,MS,2,Lamina,exposed,45
13,1,MS,2,Sheath,exposed,8
13,1,MS,3,Internode,enclosed,1
13,1,MS,3,Lamina,exposed,14
13,1,MS,3,Sheath,exposed,3
13,1,MS,4,Peduncle,enclosed,9
13,1,MS,4,Peduncle,exposed,96
13,1,MS,5,Chaff,exposed,218
14,1,MS,1,Internode,enclosed,1
14,1,MS,1,Internode,exposed,18
14,1,MS,1,Lamina,exposed,217
14,1,MS,1,Sheath,exposed,55
14,1,MS,2,Internode,enclosed,4
14,1,MS,2,Lamina,exposed,52
14,1,MS,2,Sheath,exposed,10
14,1,MS,3,Internode,enclosed,1
14,1,MS,3,Lamina,exposed,16
14,1,MS,3,Sheath,exposed,3
14,1,MS,4,Peduncle,enclosed,11
14,1,MS,4,Peduncle,exposed,111
14,1,MS,5,Chaff,exposed,252
15,1,MS,1,Internode,enclosed,0
15,1,MS,1,Internode,exposed,5
15,1,MS,1,Lamina,exposed,62
15,1,MS,1,Sheath,exposed,15
15,1,MS,2,Internode,enclosed,1
15,1,MS,2,Lamina,exposed,15
15,1,MS,2,Sheath,exposed,2
15,1,MS,3,Internode,enclosed,0
15,1,MS,3,Lamina,exposed,4
15,1,MS,3,Sheath,exposed,1
15,1,MS,4,Peduncle,enclosed,3
15,1,MS,4,Peduncle,exposed,32
15,1,MS,5,Chaff,exposed,72
16,1,MS,1,Internode,enclosed,0
16,1,MS,1,Internode,exposed,3
16,1,MS,1,Lamina,exposed,38
16,1,MS,1,Sheath,exposed,9
16,1,MS,2,Internode,enclosed,0
16,1,MS,2,Lamina,exposed,9
16,1,MS,2,Sheath,exposed,1
16,1,MS,3,Internode,enclosed,0
16,1,MS,3,Lamina,exposed,2
16,1,MS,3,Sheath,exposed,0
16,1,MS,4,Peduncle,enclosed,1
16,1,MS,4,Peduncle,exposed,19
16,1,MS,5,Chaff,exposed,44
17,1,MS,1,Internode,enclosed,0
17,1,MS,1,Internode,exposed,3
17,1,MS,1,Lamina,exposed,43
17,1,MS,1,Sheath,exposed,11
17,1,MS,2,Internode,enclosed,0
17,1,MS,2,Lamina,exposed,10
17,1,MS,2,Sheath,exposed,2
17,1,MS,3,Internode,enclosed,0
17,1,MS,3,Lamina,exposed,3
17,1,MS,3,Sheath,exposed,0
17,1,MS,4,Peduncle,enclosed,2
17,1,MS,4,Peduncle,exposed,22
17,1,MS,5,Chaff,exposed,50
18,1,MS,1,Internode,enclosed,0
18,1,MS,1,Internode,exposed,5
18,1,MS,1,Lamina,exposed,62
18,1,MS,1,Sheath,exposed,15
18,1,MS,2,Internode,enclosed,1
18,1,MS,2,Lamina,exposed,15
18,1,MS,2,Sheath,exposed,2
18,1,MS,3,Internode,enclosed,0
18,1,MS,3,Lamina,exposed,4
18,1,MS,3,Sheath,exposed,1
18,1,MS,4,Peduncle,enclosed,3
18,1,MS,4,Peduncle,exposed,32
18,1,MS,5,Chaff,exposed,72
19,1,MS,1,Internode,enclosed,0
19,1,MS,1,Internode,exposed,1
19,1,MS,1,Lamina,exposed,19
19,1,MS,1,Sheath,exposed,4
19,1,MS,2,Internode,enclosed,0
19,1,MS,2,Lamina,exposed,4
19,1,MS,2,Sheath,exposed,0
19,1,MS,3,Internode,enclosed,0
19,1,MS,3,Lamina,exposed,1
19,1,MS,3,Sheath,exposed,0
19,1,MS,4,Peduncle,enclosed,0
19,1,MS,4,Peduncle,exposed,9
19,1,MS,5,Chaff,exposed,22
20,1,MS,1,Internode,enclosed,0
20,1,MS,1,Internode,exposed,0
20,1,MS,1,Lamina,exposed,0
20,1,MS,1,Sheath,exposed,0
20,1,MS,2,Internode,enclosed,0
20,1,MS,2,Lamina,exposed,0
20,1,MS,2,Sheath,exposed,0
20,1,MS,3,Internode,enclosed,0
20,1,MS,3,Lamina,exposed,0
20,1,MS,3,Sheath,exposed,0
20,1,MS,4,Peduncle,enclosed,0
20,1,MS,4,Peduncle,exposed,0
20,1,MS,5,Chaff,exposed,0
21,1,MS,1,Internode,enclosed,0
21,1,MS,1,Internode,exposed,0
21,1,MS,1,Lamina,exposed,0
21,1,MS,1,Sheath,exposed,0
21,1,MS,2,Internode,enclosed,0
21,1,MS,2,Lamina,exposed,0
21,1,MS,2,Sheath,exposed,0
21,1,MS,3,Internode,enclosed,0
21,1,MS,3,Lamina,exposed,0
21,1,MS,3,Sheath,exposed,0
21,1,MS,4,Peduncle,enclosed,0
21,1,MS,4,Peduncle,exposed,0
21,1,MS,5,Chaff,exposed,0
22,1,MS,1,Internode,enclosed,0
22,1,MS,1,Internode,exposed,0
22,1,MS,1,Lamina,exposed,0
22,1,MS,1,Sheath,exposed,0
22,1,MS,2,Internode,enclosed,0
22,1,MS,2,Lamina,exposed,0
22,1,MS,2,Sheath,exposed,0
22,1,MS,3,Internode,enclosed,0
22,1,MS,3,Lamina,exposed,0
22,1,MS,3,Sheath,exposed,0
22,1,MS,4,Peduncle,enclosed,0
22,1,MS,4,Peduncle,exposed,0
22,1,MS,5,Chaff,exposed,0
23,1,MS,1,Internode,enclosed,0
23,1,MS,1,Internode,exposed,0
23,1,MS,1,Lamina,exposed,0
23,1,MS,1,Sheath,exposed,0
23,1,MS,2,Internode,enclosed,0
23,1,MS,2,Lamina,exposed,0
23,1,MS,2,Sheath,exposed,0
23,1,MS,3,Internode,enclosed,0
23,1,MS,3,Lamina,exposed,0
23,1,MS,3,Sheath,exposed,0
23,1,MS,4,Peduncle,enclosed,0
23,1,MS,4,Peduncle,exposed,0
23,1,MS,5,Chaff,exposed,0
24,1,MS,1,Internode,enclosed,0
24,1,MS,1,Internode,exposed,0
24,1,MS,1,Lamina,exposed,0
24,1,MS,1,Sheath,exposed,0
24,1,MS,2,Internode,enclosed,0
24,1,MS,2,Lamina,exposed,0
24,1,MS,2,Sheath,exposed,0
24,1,MS,3,Internode,enclosed,0
24,1,MS,3,Lamina,exposed,0
24,1,MS,3,Sheath,exposed,0
24,1,MS,4,Peduncle,enclosed,0
24,1,MS,4,Peduncle,exposed,0
24,1,MS,5,Chaff,exposed,0
25,1,MS,1,Internode,enclosed,0
25,1,MS,1,Internode,exposed,0
25,1,MS,1,Lamina,exposed,0
25,1,MS,1,Sheath,exposed,0
25,1,MS,2,Internode,enclosed,0
25,1,MS,2,Lamina,exposed,0
25,1,MS,2,Sheath,exposed,0
25,1,MS,3,Internode,enclosed,0
25,1,MS,3,Lamina,exposed,0
25,1,MS,3,Sheath,exposed,0
25,1,MS,4,Peduncle,enclosed,0
25,1,MS,4,Peduncle,exposed,0
25,1,MS,5,Chaff,exposed,0
26,1,MS,1,Internode,enclosed,0
26,1,MS,1,Internode,exposed,0
26,1,MS,1,Lamina,exposed,0
26,1,MS,1,Sheath,exposed,0
26,1,MS,2,Internode,enclosed,0
26,1,MS,2,Lamina,exposed,0
26,1,MS,2,Sheath,exposed,0
26,1,MS,3,Internode,enclosed,0
26,1,MS,3,Lamina,exposed,0
26,1,MS,3,Sheath,exposed,0
26,1,MS,4,Peduncle,enclosed,0
26,1,MS,4,Peduncle,exposed,0
26,1,MS,5,Chaff,exposed,0
27,1,MS,1,Internode,enclosed,0
27,1,MS,1,Internode,exposed,0
27,1,MS,1,Lamina,exposed,0
27,1,MS,1,Sheath,exposed,0
27,1,MS,2,Internode,enclosed,0
27,1,MS,2,Lamina,exposed,0
27,1,MS,2,Sheath,exposed,0
27,1,MS,3,Internode,enclosed,0
27,1,MS,3,Lamina,exposed,0
27,1,MS,3,Sheath,exposed,0
27,1,MS,4,Peduncle,enclosed,0
27,1,MS,4,Peduncle,exposed,0
27,1,MS,5,Chaff,exposed,0
28,1,MS,1,Internode,enclosed,0
28,1,MS,1,Internode,exposed,0
28,1,MS,1,Lamina,exposed,0
28,1,MS,1,Sheath,exposed,0
28,1,MS,2,Internode,enclosed,0
28,1,MS,2,Lamina,exposed,0
28,1,MS,2,Sheath,exposed,0
28,1,MS,3,Internode,enclosed,0
28,1,MS,3,Lamina,exposed,0
28,1,MS,3,Sheath,exposed,0
28,1,MS,4,Peduncle,enclosed,0
28,1,MS,4,Peduncle,exposed,0
28,1,MS,5,Chaff,exposed,0
29,1,MS,1,Internode,enclosed,0
29,1,MS,1,Internode,exposed,1
29,1,MS,1,Lamina,exposed,19
29,1,MS,1,Sheath,exposed,4
29,1,MS,2,Internode,enclosed,0
29,1,MS,2,Lamina,exposed,4
29,1,MS,2,Sheath,exposed,0
29,1,MS,3,Internode,enclosed,0
29,1,MS,3,Lamina,exposed,1
29,1,MS,3,Sheath,exposed,0
29,1,MS,4,Peduncle,enclosed,0
29,1,MS,4,Peduncle,exposed,9
29,1,MS,5,Chaff,exposed,22
30,1,MS,1,Internode,enclosed,0
30,1,MS,1,Internode,exposed,5
30,1,MS,1,Lamina,exposed,67
30,1,MS,1,Sheath,exposed,17
30,1,MS,2,Internode,enclosed,1
30,1,MS,2,Lamina,exposed,16
30,1,MS,2,Sheath,exposed,3
30,1,MS,3,Internode,enclosed,0
30,1,MS,3,Lamina,exposed,5
30,1,MS,3,Sheath,exposed,1
30,1,MS,4,Peduncle,enclosed,3
30,1,MS,4,Peduncle,exposed,34
30,1,MS,5,Chaff,exposed,78
31,1,MS,1,Internode,enclosed,1
31,1,MS,1,Internode,exposed,14
31,1,MS,1,Lamina,exposed,173
31,1,MS,1,Sheath,exposed,44
31,1,MS,2,Internode,enclosed,3
31,1,MS,2,Lamina,exposed,42
31,1,MS,2,Sheath,exposed,8
31,1,MS,3,Internode,enclosed,1
31,1,MS,3,Lamina,exposed,13
31,1,MS,3,Sheath,exposed,3
31,1,MS,4,Peduncle,enclosed,8
31,1,MS,4,Peduncle,exposed,88
31,1,MS,5,Chaff,exposed,202
32,1,MS,1,Internode,enclosed,2
32,1,MS,1,Internode,exposed,26
32,1,MS,1,Lamina,exposed,314
32,1,MS,1,Sheath,exposed,79
32,1,MS,2,Internode,enclosed,6
32,1,MS,2,Lamina,exposed,76
32,1,MS,2,Sheath,exposed,14
32,1,MS,3,Internode,enclosed,2
32,1,MS,3,Lamina,exposed,23
32,1,MS,3,Sheath,exposed,5
32,1,MS,4,Peduncle,enclosed,16
32,1,MS,4,Peduncle,exposed,160
32,1,MS,5,Chaff,exposed,364
33,1,MS,1,Internode,enclosed,1
33,1,MS,1,Internode,exposed,13
33,1,MS,1,Lamina,exposed,164
33,1,MS,1,Sheath,exposed,41
33,1,MS,2,Internode,enclosed,3
33,1,MS,2,Lamina,exposed,39
33,1,MS,2,Sheath,exposed,7
33,1,MS,3,Internode,enclosed,1
33,1,MS,3,Lamina,exposed,12
33,1,MS,3,Sheath,exposed,2
33,1,MS,4,Peduncle,enclosed,8
33,1,MS,4,Peduncle,exposed,83
33,1,MS,5,Chaff,exposed,190
34,1,MS,1,Internode,enclosed,2
34,1,MS,1,Internode,exposed,22
34,1,MS,1,Lamina,exposed,270
34,1,MS,1,Sheath,exposed,68
34,1,MS,2,Internode,enclosed,5
34,1,MS,2,Lamina,exposed,65
34,1,MS,2,Sheath,exposed,12
34,1,MS,3,Internode,enclosed,1
34,1,MS,3,Lamina,exposed,20
34,1,MS,3,Sheath,exposed,4
34,1,MS,4,Peduncle,enclosed,13
34,1,MS,4,Peduncle,exposed,138
34,1,MS,5,Chaff,exposed,314
35,1,MS,1,Internode,enclosed,0
35,1,MS,1,Internode,exposed,7
35,1,MS,1,Lamina,exposed,91
35,1,MS,1,Sheath,exposed,23
35,1,MS,2,Internode,enclosed,1
35,1,MS,2,Lamina,exposed,22
35,1,MS,2,Sheath,exposed,4
35,1,MS,3,Internode,enclosed,0
35,1,MS,3,Lamina,exposed,6
35,1,MS,3,Sheath,exposed,1
35,1,MS,4,Peduncle,enclosed,4
35,1,MS,4,Peduncle,exposed,46
35,1,MS,5,Chaff,exposed,106
36,1,MS,1,Internode,enclosed,1
36,1,MS,1,Internode,exposed,12
36,1,MS,1,Lamina,exposed,149
36,1,MS,1,Sheath,exposed,38
36,1,MS,2,Internode,enclosed,3
36,1,MS,2,Lamina,exposed,36
36,1,MS,2,Sheath,exposed,7
36,1,MS,3,Internode,enclosed,1
36,1,MS,3,Lamina,exposed,11
36,1,MS,3,Sheath,exposed,2
36,1,MS,4,Peduncle,enclosed,7
36,1,MS,4,Peduncle,exposed,76
36,1,MS,5,Chaff,exposed,173
37,1,MS,1,Internode,enclosed,1
37,1,MS,1,Internode,exposed,15
37,1,MS,1,Lamina,exposed,188
37,1,MS,1,Sheath,exposed,47
37,1,MS,2,Internode,enclosed,3
37,1,MS,2,Lamina,exposed,45
37,1,MS,2,Sheath,exposed,8
37,1,MS,3,Internode,enclosed,1
37,1,MS,3,Lamina,exposed,14
37,1,MS,3,Sheath,exposed,3
37,1,MS,4,Peduncle,enclosed,9
37,1,MS,4,Peduncle,exposed,96
37,1,MS,5,Chaff,exposed,218
38,1,MS,1,Internode,enclosed,1
38,1,MS,1,Internode,exposed,18
38,1,MS,1,Lamina,exposed,217
38,1,MS,1,Sheath,exposed,55
38,1,MS,2,Internode,enclosed,4
38,1,MS,2,Lamina,exposed,52
38,1,MS,2,Sheath,exposed,10
38,1,MS,3,Internode,enclosed,1
38,1,MS,3,Lamina,exposed,16
38,1,MS,3,Sheath,exposed,3
38,1,MS,4,Peduncle,enclosed,11
38,1,MS,4,Peduncle,exposed,111
38,1,MS,5,Chaff,exposed,252
39,1,MS,1,Internode,enclosed,0
39,1,MS,1,Internode,exposed,5
39,1,MS,1,Lamina,exposed,62
39,1,MS,1,Sheath,exposed,15
39,1,MS,2,Internode,enclosed,1
39,1,MS,2,Lamina,exposed,15
39,1,MS,2,Sheath,exposed,2
39,1,MS,3,Internode,enclosed,0
39,1,MS,3,Lamina,exposed,4
39,1,MS,3,Sheath,exposed,1
39,1,MS,4,Peduncle,enclosed,3
39,1,MS,4,Peduncle,exposed,32
39,1,MS,5,Chaff,exposed,72
40,1,MS,1,Internode,enclosed,0
40,1,MS,1,Internode,exposed,3
40,1,MS,1,Lamina,exposed,38
40,1,MS,1,Sheath,exposed,9
40,1,MS,2,Internode,enclosed,0
40,1,MS,2,Lamina,exposed,9
40,1,MS,2,Sheath,exposed,1
40,1,MS,3,Internode,enclosed,0
40,1,MS,3,Lamina,exposed,2
40,1,MS,3,Sheath,exposed,0
40,1,MS,4,Peduncle,enclosed,1
40,1,MS,4,Peduncle,exposed,19
40,1,MS,5,Chaff,exposed,44
41,1,MS,1,Internode,enclosed,0
41,1,MS,1,Internode,exposed,3
41,1,MS,1,Lamina,exposed,43
41,1,MS,1,Sheath,exposed,11
41,1,MS,2,Internode,enclosed,0
41,1,MS,2,Lamina,exposed,10
41,1,MS,2,Sheath,exposed,2
41,1,MS,3,Internode,enclosed,0
41,1,MS,3,Lamina,exposed,3
41,1,MS,3,Sheath,exposed,0
41,1,MS,4,Peduncle,enclosed,2
41,1,MS,4,Peduncle,exposed,22
41,1,MS,5,Chaff,exposed,50
42,1,MS,1,Internode,enclosed,0
42,1,MS,1,Internode,exposed,5
42,1,MS,1,Lamina,exposed,62
42,1,MS,1,Sheath,exposed,15
42,1,MS,2,Internode,enclosed,1
42,1,MS,2,Lamina,exposed,15
42,1,MS,2,Sheath,exposed,2
42,1,MS,3,Internode,enclosed,0
42,1,MS,3,Lamina,exposed,4
42,1,MS,3,Sheath,exposed,1
42,1,MS,4,Peduncle,enclosed,3
42,1,MS,4,Peduncle,exposed,32
42,1,MS,5,Chaff,exposed,72
43,1,MS,1,Internode,enclosed,0
43,1,MS,1,Internode,exposed,1
43,1,MS,1,Lamina,exposed,19
43,1,MS,1,Sheath,exposed,4
43,1,MS,2,Internode,enclosed,0
43,1,MS,2,Lamina,exposed,4
43,1,MS,2,Sheath,exposed,0
43,1,MS,3,Internode,enclosed,0
43,1,MS,3,Lamina,exposed,1
43,1,MS,3,Sheath,exposed,0
43,1,MS,4,Peduncle,enclosed,0
43,1,MS,4,Peduncle,exposed,9
43,1,MS,5,Chaff,exposed,22
44,1,MS,1,Internode,enclosed,0
44,1,MS,1,Internode,exposed,0
44,1,MS,1,Lamina,exposed,0
44,1,MS,1,Sheath,exposed,0
44,1,MS,2,Internode,enclosed,0
44,1,MS,2,Lamina,exposed,0
44,1,MS,2,Sheath,exposed,0
44,1,MS,3,Internode,enclosed,0
44,1,MS,3,Lamina,exposed,0
44,1,MS,3,Sheath,exposed,0
44,1,MS,4,Peduncle,enclosed,0
44,1,MS,4,Peduncle,exposed,0
44,1,MS,5,Chaff,exposed,0
45,1,MS,1,Internode,enclosed,0
45,1,MS,1,Internode,exposed,0
45,1,MS,1,Lamina,exposed,0
45,1,MS,1,Sheath,exposed,0
45,1,MS,2,Internode,enclosed,0
45,1,MS,2,Lamina,exposed,0
45,1,MS,2,Sheath,exposed,0
45,1,MS,3,Internode,enclosed,0
45,1,MS,3,Lamina,exposed,0
45,1,MS,3,Sheath,exposed,0
45,1,MS,4,Peduncle,enclosed,0
45,1,MS,4,Peduncle,exposed,0
45,1,MS,5,Chaff,exposed,0
46,1,MS,1,Internode,enclosed,0
46,1,MS,1,Internode,exposed,0
46,1,MS,1,Lamina,exposed,0
46,1,MS,1,Sheath,exposed,0
46,1,MS,2,Internode,enclosed,0
46,1,MS,2,Lamina,exposed,0
46,1,MS,2,Sheath,exposed,0
46,1,MS,3,Internode,enclosed,0
46,1,MS,3,Lamina,exposed,0
46,1,MS,3,Sheath,exposed,0
46,1,MS,4,Peduncle,enclosed,0
46,1,MS,4,Peduncle,exposed,0
46,1,MS,5,Chaff,exposed,0
47,1,MS,1,Internode,enclosed,0
47,1,MS,1,Internode,exposed,0
47,1,MS,1,Lamina,exposed,0
47,1,MS,1,Sheath,exposed,0
47,1,MS,2,Internode,enclosed,0
47,1,MS,2,Lamina,exposed,0
47,1,MS,2,Sheath,exposed,0
47,1,MS,3,Internode,enclosed,0
47,1,MS,3,Lamina,exposed,0
47,1,MS,3,Sheath,exposed,0
47,1,MS,4,Peduncle,enclosed,0
47,1,MS,4,Peduncle,exposed,0
47,1,MS,5,Chaff,exposed,0
48,1,MS,1,Internode,enclosed,0
48,1,MS,1,Internode,exposed,0
48,1,MS,1,Lamina,exposed,0
48,1,MS,1,Sheath,exposed,0
48,1,MS,2,Internode,enclosed,0
48,1,MS,2,Lamina,exposed,0
48,1,MS,2,Sheath,exposed,0
48,1,MS,3,Internode,enclosed,0
48,1,MS,3,Lamina,exposed,0
48,1,MS,3,Sheath,exposed,0
48,1,MS,4,Peduncle,enclosed,0
48,1,MS,4,Peduncle,exposed,0
48,1,MS,5,Chaff,exposed,0
49,1,MS,1,Internode,enclosed,0
49,1,MS,1,Internode,exposed,0
49,1,MS,1,Lamina,exposed,0
49,1,MS,1,Sheath,exposed,0
49,1,MS,2,Internode,enclosed,0
49,1,MS,2,Lamina,exposed,0
49,1,MS,2,Sheath,exposed,0
49,1,MS,3,Internode,enclosed,0
49,1,MS,3,Lamina,exposed,0
49,1,MS,3,Sheath,exposed,0
49,1,MS,4,Peduncle,enclosed,0
49,1,MS,4,Peduncle,exposed,0
49,1,MS,5,Chaff,exposed,0
50,1,MS,1,Internode,enclosed,0
50,1,MS,1,Internode,exposed,0
50,1,MS,1,Lamina,exposed,0
50,1,MS,1,Sheath,exposed,0
50,1,MS,2,Internode,enclosed,0
50,1,MS,2,Lamina,exposed,0
50,1,MS,2,Sheath,exposed,0
50,1,MS,3,Internode,enclosed,0
50,1,MS,3,Lamina,exposed,0
50,1,MS,3,Sheath,exposed,0
50,1,MS,4,Peduncle,enclosed,0
50,1,MS,4,Peduncle,exposed,0
50,1,MS,5,Chaff,exposed,0
51,1,MS,1,Internode,enclosed,0
51,1,MS,1,Internode,exposed,0
51,1,MS,1,Lamina,exposed,0
51,1,MS,1,Sheath,exposed,0
51,1,MS,2,Internode,enclosed,0
51,1,MS,2,Lamina,exposed,0
51,1,MS,2,Sheath,exposed,0
51,1,MS,3,Internode,enclosed,0
51,1,MS,3,Lamina,exposed,0
51,1,MS,3,Sheath,exposed,0
51,1,MS,4,Peduncle,enclosed,0
51,1,MS,4,Peduncle,exposed,0
51,1,MS,5,Chaff,exposed,0
52,1,MS,1,Internode,enclosed,0
52,1,MS,1,Internode,exposed,0
52,1,MS,1,Lamina,exposed,0
52,1,MS,1,Sheath,exposed,0
52,1,MS,2,Internode,enclosed,0
52,1,MS,2,Lamina,exposed,0
52,1,MS,2,Sheath,exposed,0
52,1,MS,3,Internode,enclosed,0
52,1,MS,3,Lamina,exposed,0
52,1,MS,3,Sheath,exposed,0
52,1,MS,4,Peduncle,enclosed,0
52,1,MS,4,Peduncle,exposed,0
52,1,MS,5,Chaff,exposed,0
53,1,MS,1,Internode,enclosed,0
53,1,MS,1,Internode,exposed,1
53,1,MS,1,Lamina,exposed,19
