t,plant,axis,phytomer,organ,element,exposed,PAR
31,1,MS,4,Peduncle,2,True,41
31,1,MS,5,Chaff,1,True,95
32,1,MS,1,Internode,1,False,0
32,1,MS,1,Internode,2,True,5
32,1,MS,1,Lamina,1,True,62
32,1,MS,1,Sheath,1,True,15
32,1,MS,2,Internode,1,True,1
32,1,MS,2,Lamina,1,True,15
32,1,MS,2,Sheath,1,True,2
32,1,MS,3,Internode,1,True,0
32,1,MS,3,Lamina,1,True,4
32,1,MS,3,Sheath,1,True,1
32,1,MS,4,Peduncle,1,False,3
32,1,MS,4,Peduncle,2,True,32
32,1,MS,5,Chaff,1,True,72
33,1,MS,1,Internode,1,False,0
33,1,MS,1,Internode,2,True,3
33,1,MS,1,Lamina,1,True,43
33,1,MS,1,Sheath,1,True,11
33,1,MS,2,Internode,1,True,0
33,1,MS,2,Lamina,1,True,10
33,1,MS,2,Sheath,1,True,2
33,1,MS,3,Internode,1,True,0
33,1,MS,3,Lamina,1,True,3
33,1,MS,3,Sheath,1,True,0
33,1,MS,4,Peduncle,1,False,2
33,1,MS,4,Peduncle,2,True,22
33,1,MS,5,Chaff,1,True,50
34,1,MS,1,Internode,1,False,0
34,1,MS,1,Internode,2,True,7
34,1,MS,1,Lamina,1,True,86
34,1,MS,1,Sheath,1,True,22
34,1,MS,2,Internode,1,True,1
34,1,MS,2,Lamina,1,True,21
34,1,MS,2,Sheath,1,True,4
34,1,MS,3,Internode,1,True,0
34,1,MS,3,Lamina,1,True,6
34,1,MS,3,Sheath,1,True,1
34,1,MS,4,Peduncle,1,False,4
34,1,MS,4,Peduncle,2,True,44
34,1,MS,5,Chaff,1,True,101
35,1,MS,1,Internode,1,False,0
35,1,MS,1,Internode,2,True,6
35,1,MS,1,Lamina,1,True,72
35,1,MS,1,Sheath,1,True,18
35,1,MS,2,Internode,1,True,1
35,1,MS,2,Lamina,1,True,17
35,1,MS,2,Sheath,1,True,3
35,1,MS,3,Internode,1,True,0
35,1,MS,3,Lamina,1,True,5
35,1,MS,3,Sheath,1,True,1
35,1,MS,4,Peduncle,1,False,3
35,1,MS,4,Peduncle,2,True,37
35,1,MS,5,Chaff,1,True,84
36,1,MS,1,Internode,1,False,0
36,1,MS,1,Internode,2,True,8
36,1,MS,1,Lamina,1,True,101
36,1,MS,1,Sheath,1,True,25
36,1,MS,2,Internode,1,True,2
36,1,MS,2,Lamina,1,True,24
36,1,MS,2,Sheath,1,True,4
36,1,MS,3,Internode,1,True,0
36,1,MS,3,Lamina,1,True,7
36,1,MS,3,Sheath,1,True,1
36,1,MS,4,Peduncle,1,False,5
36,1,MS,4,Peduncle,2,True,51
36,1,MS,5,Chaff,1,True,117
37,1,MS,1,Internode,1,False,1
37,1,MS,1,Internode,2,True,17
37,1,MS,1,Lamina,1,True,202
37,1,MS,1,Sheath,1,True,51
37,1,MS,2,Internode,1,True,4
37,1,MS,2,Lamina,1,True,49
37,1,MS,2,Sheath,1,True,9
37,1,MS,3,Internode,1,True,1
37,1,MS,3,Lamina,1,True,15
37,1,MS,3,Sheath,1,True,3
37,1,MS,4,Peduncle,1,False,10
37,1,MS,4,Peduncle,2,True,103
37,1,MS,5,Chaff,1,True,235
38,1,MS,1,Internode,1,False,1
38,1,MS,1,Internode,2,True,14
38,1,MS,1,Lamina,1,True,169
38,1,MS,1,Sheath,1,True,43
38,1,MS,2,Internode,1,True,3
38,1,MS,2,Lamina,1,True,41
38,1,MS,2,Sheath,1,True,7
38,1,MS,3,Internode,1,True,1
38,1,MS,3,Lamina,1,True,12
38,1,MS,3,Sheath,1,True,3
38,1,MS,4,Peduncle,1,False,8
38,1,MS,4,Peduncle,2,True,86
38,1,MS,5,Chaff,1,True,196
39,1,MS,1,Internode,1,False,1
39,1,MS,1,Internode,2,True,13
39,1,MS,1,Lamina,1,True,159
39,1,MS,1,Sheath,1,True,40
39,1,MS,2,Internode,1,True,3
39,1,MS,2,Lamina,1,True,38
39,1,MS,2,Sheath,1,True,7
39,1,MS,3,Internode,1,True,1
39,1,MS,3,Lamina,1,True,12
39,1,MS,3,Sheath,1,True,2
39,1,MS,4,Peduncle,1,False,8
39,1,MS,4,Peduncle,2,True,81
39,1,MS,5,Chaff,1,True,185
40,1,MS,1,Internode,1,False,1
40,1,MS,1,Internode,2,True,11
40,1,MS,1,Lamina,1,True,130
40,1,MS,1,Sheath,1,True,33
40,1,MS,2,Internode,1,True,2
40,1,MS,2,Lamina,1,True,31
40,1,MS,2,Sheath,1,True,6
40,1,MS,3,Internode,1,True,0
40,1,MS,3,Lamina,1,True,9
40,1,MS,3,Sheath,1,True,2
40,1,MS,4,Peduncle,1,False,6
40,1,MS,4,Peduncle,2,True,66
40,1,MS,5,Chaff,1,True,151
41,1,MS,1,Internode,1,False,0
41,1,MS,1,Internode,2,True,3
41,1,MS,1,Lamina,1,True,43
41,1,MS,1,Sheath,1,True,11
41,1,MS,2,Internode,1,True,0
41,1,MS,2,Lamina,1,True,10
41,1,MS,2,Sheath,1,True,2
41,1,MS,3,Internode,1,True,0
41,1,MS,3,Lamina,1,True,3
41,1,MS,3,Sheath,1,True,0
41,1,MS,4,Peduncle,1,False,2
41,1,MS,4,Peduncle,2,True,22
41,1,MS,5,Chaff,1,True,50
42,1,MS,1,Internode,1,False,0
42,1,MS,1,Internode,2,True,2
42,1,MS,1,Lamina,1,True,28
42,1,MS,1,Sheath,1,True,7
42,1,MS,2,Internode,1,True,0
42,1,MS,2,Lamina,1,True,7
42,1,MS,2,Sheath,1,True,1
42,1,MS,3,Internode,1,True,0
42,1,MS,3,Lamina,1,True,2
42,1,MS,3,Sheath,1,True,0
42,1,MS,4,Peduncle,1,False,1
42,1,MS,4,Peduncle,2,True,14
42,1,MS,5,Chaff,1,True,33
43,1,MS,1,Internode,1,False,0
43,1,MS,1,Internode,2,True,0
43,1,MS,1,Lamina,1,True,4
43,1,MS,1,Sheath,1,True,1
43,1,MS,2,Internode,1,True,0
43,1,MS,2,Lamina,1,True,1
43,1,MS,2,Sheath,1,True,0
43,1,MS,3,Internode,1,True,0
43,1,MS,3,Lamina,1,True,0
43,1,MS,3,Sheath,1,True,0
43,1,MS,4,Peduncle,1,False,0
43,1,MS,4,Peduncle,2,True,2
43,1,MS,5,Chaff,1,True,5
44,1,MS,1,Internode,1,False,0
44,1,MS,1,Internode,2,True,0
44,1,MS,1,Lamina,1,True,4
44,1,MS,1,Sheath,1,True,1
44,1,MS,2,Internode,1,True,0
44,1,MS,2,Lamina,1,True,1
44,1,MS,2,Sheath,1,True,0
44,1,MS,3,Internode,1,True,0
44,1,MS,3,Lamina,1,True,0
44,1,MS,3,Sheath,1,True,0
44,1,MS,4,Peduncle,1,False,0
44,1,MS,4,Peduncle,2,True,2
44,1,MS,5,Chaff,1,True,5
45,1,MS,1,Internode,1,False,0
45,1,MS,1,Internode,2,True,0
45,1,MS,1,Lamina,1,True,0
45,1,MS,1,Sheath,1,True,0
45,1,MS,2,Internode,1,True,0
45,1,MS,2,Lamina,1,True,0
45,1,MS,2,Sheath,1,True,0
45,1,MS,3,Internode,1,True,0
45,1,MS,3,Lamina,1,True,0
45,1,MS,3,Sheath,1,True,0
45,1,MS,4,Peduncle,1,False,0
45,1,MS,4,Peduncle,2,True,0
45,1,MS,5,Chaff,1,True,0
46,1,MS,1,Internode,1,False,0
46,1,MS,1,Internode,2,True,0
46,1,MS,1,Lamina,1,True,0
46,1,MS,1,Sheath,1,True,0
46,1,MS,2,Internode,1,True,0
46,1,MS,2,Lamina,1,True,0
46,1,MS,2,Sheath,1,True,0
46,1,MS,3,Internode,1,True,0
46,1,MS,3,Lamina,1,True,0
46,1,MS,3,Sheath,1,True,0
46,1,MS,4,Peduncle,1,False,0
46,1,MS,4,Peduncle,2,True,0
46,1,MS,5,Chaff,1,True,0
47,1,MS,1,Internode,1,False,0
47,1,MS,1,Internode,2,True,0
47,1,MS,1,Lamina,1,True,0
47,1,MS,1,Sheath,1,True,0
47,1,MS,2,Internode,1,True,0
47,1,MS,2,Lamina,1,True,0
47,1,MS,2,Sheath,1,True,0
47,1,MS,3,Internode,1,True,0
47,1,MS,3,Lamina,1,True,0
47,1,MS,3,Sheath,1,True,0
47,1,MS,4,Peduncle,1,False,0
47,1,MS,4,Peduncle,2,True,0
47,1,MS,5,Chaff,1,True,0
48,1,MS,1,Internode,1,False,0
48,1,MS,1,Internode,2,True,0
48,1,MS,1,Lamina,1,True,0
48,1,MS,1,Sheath,1,True,0
48,1,MS,2,Internode,1,True,0
48,1,MS,2,Lamina,1,True,0
48,1,MS,2,Sheath,1,True,0
48,1,MS,3,Internode,1,True,0
48,1,MS,3,Lamina,1,True,0
48,1,MS,3,Sheath,1,True,0
48,1,MS,4,Peduncle,1,False,0
48,1,MS,4,Peduncle,2,True,0
48,1,MS,5,Chaff,1,True,0
49,1,MS,1,Internode,1,False,0
49,1,MS,1,Internode,2,True,0
49,1,MS,1,Lamina,1,True,0
49,1,MS,1,Sheath,1,True,0
49,1,MS,2,Internode,1,True,0
49,1,MS,2,Lamina,1,True,0
49,1,MS,2,Sheath,1,True,0
49,1,MS,3,Internode,1,True,0
49,1,MS,3,Lamina,1,True,0
49,1,MS,3,Sheath,1,True,0
49,1,MS,4,Peduncle,1,False,0
49,1,MS,4,Peduncle,2,True,0
49,1,MS,5,Chaff,1,True,0
50,1,MS,1,Internode,1,False,0
50,1,MS,1,Internode,2,True,0
50,1,MS,1,Lamina,1,True,0
50,1,MS,1,Sheath,1,True,0
50,1,MS,2,Internode,1,True,0
50,1,MS,2,Lamina,1,True,0
50,1,MS,2,Sheath,1,True,0
50,1,MS,3,Internode,1,True,0
50,1,MS,3,Lamina,1,True,0
50,1,MS,3,Sheath,1,True,0
50,1,MS,4,Peduncle,1,False,0
50,1,MS,4,Peduncle,2,True,0
50,1,MS,5,Chaff,1,True,0
51,1,MS,1,Internode,1,False,0
51,1,MS,1,Internode,2,True,0
51,1,MS,1,Lamina,1,True,0
51,1,MS,1,Sheath,1,True,0
51,1,MS,2,Internode,1,True,0
51,1,MS,2,Lamina,1,True,0
51,1,MS,2,Sheath,1,True,0
51,1,MS,3,Internode,1,True,0
51,1,MS,3,Lamina,1,True,0
51,1,MS,3,Sheath,1,True,0
51,1,MS,4,Peduncle,1,False,0
51,1,MS,4,Peduncle,2,True,0
51,1,MS,5,Chaff,1,True,0
52,1,MS,1,Internode,1,False,0
52,1,MS,1,Internode,2,True,0
52,1,MS,1,Lamina,1,True,0
52,1,MS,1,Sheath,1,True,0
52,1,MS,2,Internode,1,True,0
52,1,MS,2,Lamina,1,True,0
52,1,MS,2,Sheath,1,True,0
52,1,MS,3,Internode,1,True,0
52,1,MS,3,Lamina,1,True,0
52,1,MS,3,Sheath,1,True,0
52,1,MS,4,Peduncle,1,False,0
52,1,MS,4,Peduncle,2,True,0
52,1,MS,5,Chaff,1,True,0
53,1,MS,1,Internode,1,False,0
53,1,MS,1,Internode,2,True,2
53,1,MS,1,Lamina,1,True,33
53,1,MS,1,Sheath,1,True,8
53,1,MS,2,Internode,1,True,0
53,1,MS,2,Lamina,1,True,8
53,1,MS,2,Sheath,1,True,1
53,1,MS,3,Internode,1,True,0
53,1,MS,3,Lamina,1,True,2
53,1,MS,3,Sheath,1,True,0
53,1,MS,4,Peduncle,1,False,1
53,1,MS,4,Peduncle,2,True,17
53,1,MS,5,Chaff,1,True,39
